Year,Crop,Region,Season,Area,Annual_Rainfall,Average_Temperature,Fertilizer_Used,Pesticide_Used,Humidity,Production,Yield_Per_Ha
2007,Millet,Andhra Pradesh,Kharif,454.95,1507.3,37.5,106.8,19.54,70.0,275228.8,604.96
2017,Maize,Maharashtra,Kharif,478.05,1324.7,17.8,120.8,17.18,58.6,1439500.07,3011.19
2020,Soybean,Uttar Pradesh,Rabi,61.07,1895.3,17.2,76.8,3.85,45.0,114646.78,1877.3
2012,Barley,Karnataka,Rabi,60.43,2187.7,39.6,309.8,3.52,80.2,147206.28,2435.98
2019,Groundnut,Uttar Pradesh,Kharif,467.5,966.5,17.1,77.0,8.17,55.2,828765.66,1772.76
2021,Millet,Gujarat,Zaid,148.59,786.0,18.1,184.4,4.9,49.6,132226.57,889.88
2021,Wheat,Rajasthan,Whole Year,121.67,1774.4,30.4,312.4,13.68,44.4,293927.07,2415.77
2017,Sorghum,Rajasthan,Rabi,18.78,2312.4,35.4,299.5,2.15,42.1,23947.51,1275.16
2021,Barley,Andhra Pradesh,Rabi,138.52,1065.9,25.8,252.1,9.15,47.8,296920.53,2143.52
2010,Sugarcane,Madhya Pradesh,Zaid,347.07,899.4,26.4,250.0,5.97,70.8,25297945.19,72890.04
2021,Wheat,Andhra Pradesh,Rabi,213.59,797.5,32.1,81.6,12.11,45.6,693454.41,3246.66
2020,Sorghum,Bihar,Zaid,258.92,859.9,28.6,111.2,16.04,33.9,281481.53,1087.14
2018,Sunflower,Maharashtra,Zaid,458.73,596.9,15.5,237.2,18.51,53.3,278195.53,606.45
2017,Cotton,Maharashtra,Kharif,58.23,1612.9,18.1,171.8,19.3,68.0,34339.36,589.72
2010,Soybean,Haryana,Rabi,36.55,917.8,30.7,56.6,7.35,33.9,53450.07,1462.38
2007,Sunflower,Gujarat,Whole Year,426.11,1652.9,36.4,329.4,17.19,59.4,373142.49,875.7
2018,Barley,Maharashtra,Zaid,387.65,482.7,35.6,278.8,12.04,33.4,517917.93,1336.05
2018,Groundnut,West Bengal,Whole Year,132.6,554.0,35.0,164.0,14.0,79.9,198286.01,1495.37
2019,Rice,Gujarat,Kharif,162.79,1479.5,35.8,84.4,17.1,86.7,308612.63,1895.77
2012,Sorghum,Haryana,Rabi,155.83,1425.4,16.2,256.9,3.04,92.6,151772.77,973.96
2019,Sugarcane,Rajasthan,Kharif,324.26,897.3,39.2,172.0,18.97,74.9,21854625.2,67398.46
2017,Millet,Punjab,Kharif,31.54,2119.7,39.0,139.4,11.17,71.1,35505.57,1125.73
2021,Rice,Haryana,Whole Year,245.21,711.5,29.4,302.5,7.05,75.1,343803.05,1402.08
2007,Sunflower,Haryana,Whole Year,67.8,1093.5,21.7,164.9,7.11,85.6,92388.02,1362.66
2010,Wheat,Madhya Pradesh,Zaid,410.05,1522.1,31.0,97.6,15.14,82.5,1666064.34,4063.08
2009,Soybean,Andhra Pradesh,Rabi,190.95,2207.9,30.1,218.6,13.73,58.5,254598.59,1333.33
2021,Sunflower,Tamil Nadu,Kharif,264.26,1220.8,21.0,340.0,14.72,72.3,173856.92,657.9
2006,Groundnut,Uttar Pradesh,Zaid,15.63,1176.9,31.3,347.4,5.43,40.5,23390.33,1496.5
2019,Sunflower,Madhya Pradesh,Zaid,30.07,1575.0,36.5,347.3,3.82,75.2,21471.89,714.06
2009,Rice,Rajasthan,Kharif,337.85,996.7,36.8,197.3,14.58,77.5,640702.11,1896.41
2010,Sugarcane,Karnataka,Kharif,383.62,1860.2,16.6,326.8,6.32,82.1,15158466.23,39514.28
2010,Sorghum,Karnataka,Zaid,355.31,847.1,20.3,347.6,4.84,83.1,192655.12,542.22
2022,Groundnut,Madhya Pradesh,Kharif,368.77,2111.0,33.0,210.8,4.68,58.6,871687.62,2363.77
2022,Cotton,Bihar,Kharif,53.21,899.2,38.2,161.6,3.39,88.7,28052.46,527.2
2008,Millet,Maharashtra,Whole Year,347.03,2483.9,29.1,295.7,8.82,93.8,453922.62,1308.02
2021,Sunflower,Rajasthan,Rabi,91.69,996.2,34.1,366.6,5.59,93.6,100490.8,1095.98
2018,Sunflower,West Bengal,Zaid,49.91,2233.4,15.6,390.3,17.93,68.1,40924.03,819.96
2018,Soybean,Bihar,Kharif,378.82,1174.2,31.4,151.6,13.94,66.4,443294.03,1170.2
2017,Rice,Maharashtra,Zaid,444.81,841.3,41.0,384.7,15.01,59.7,142796.48,321.03
2011,Soybean,Maharashtra,Rabi,358.64,797.6,32.8,224.7,8.37,49.5,366011.22,1020.55
2016,Soybean,Haryana,Zaid,402.98,2170.4,39.9,157.1,12.2,51.7,593846.8,1473.64
2019,Soybean,Rajasthan,Zaid,495.55,979.3,30.3,395.9,10.27,44.0,185183.08,373.69
2023,Sorghum,Uttar Pradesh,Zaid,68.24,1044.8,37.8,357.2,3.77,92.1,26659.96,390.68
2015,Soybean,Maharashtra,Whole Year,482.61,733.4,18.4,292.3,1.43,70.3,331106.1,686.07
2019,Cotton,Tamil Nadu,Rabi,301.0,2414.9,18.3,363.2,13.83,90.7,87075.12,289.29
2016,Sunflower,Gujarat,Rabi,406.81,838.4,18.2,288.5,2.86,55.2,407827.85,1002.5
2007,Wheat,West Bengal,Zaid,325.43,844.4,28.2,204.1,1.62,49.4,1430074.9,4394.42
2021,Sugarcane,West Bengal,Zaid,285.45,2376.6,23.9,381.8,9.12,38.6,19311294.93,67652.11
2007,Groundnut,Maharashtra,Rabi,352.11,2282.0,34.4,387.1,14.89,49.5,291474.79,827.79
2023,Cotton,Tamil Nadu,Kharif,160.81,847.6,39.4,160.0,15.49,87.9,78692.9,489.35
2008,Groundnut,Gujarat,Whole Year,462.21,2202.4,31.7,174.0,17.53,67.8,886190.42,1917.29
2007,Sugarcane,Punjab,Rabi,58.53,849.6,20.8,184.0,4.38,59.4,5387255.71,92042.64
2020,Wheat,Andhra Pradesh,Zaid,159.7,485.8,40.1,337.8,19.72,66.9,118928.15,744.7
2016,Barley,Andhra Pradesh,Kharif,16.55,2104.8,29.3,326.9,15.38,88.0,18467.65,1115.87
2012,Groundnut,Andhra Pradesh,Kharif,136.39,1997.4,34.4,394.1,3.57,42.5,116923.13,857.27
2021,Groundnut,Bihar,Kharif,109.89,948.3,39.0,212.8,16.89,92.8,145339.46,1322.59
2011,Wheat,Haryana,Whole Year,25.77,498.3,41.7,307.9,10.23,73.3,43911.31,1703.97
2015,Rice,West Bengal,Whole Year,246.4,754.2,28.7,349.9,1.8,85.6,344493.12,1398.11
2022,Cotton,Karnataka,Rabi,234.85,1996.3,36.8,127.4,3.07,64.2,139850.36,595.49
2005,Potato,Karnataka,Rabi,39.79,2422.4,30.3,267.2,8.96,45.4,1071551.44,26930.17
2007,Rice,Haryana,Rabi,131.66,869.8,28.1,241.7,10.84,66.9,224661.16,1706.37
2008,Rice,Maharashtra,Rabi,476.71,2100.2,29.5,310.0,18.98,34.4,881514.86,1849.16
2017,Rice,Bihar,Zaid,56.26,801.5,28.1,293.4,4.71,85.4,148039.32,2631.34
2010,Soybean,Rajasthan,Whole Year,153.2,1795.1,26.4,334.5,9.75,72.2,149096.33,973.21
2018,Millet,Rajasthan,Kharif,18.9,483.9,34.5,158.9,4.9,48.4,13780.47,729.13
2009,Groundnut,Andhra Pradesh,Zaid,75.29,1587.7,21.7,125.7,11.39,47.8,145661.89,1934.68
2020,Sunflower,Madhya Pradesh,Rabi,350.0,892.2,31.6,331.8,18.23,88.7,206422.84,589.78
2019,Potato,Rajasthan,Rabi,183.99,2336.9,34.2,176.2,11.57,84.7,5086403.97,27645.0
2019,Rice,Maharashtra,Zaid,226.59,937.5,39.1,150.7,10.45,79.6,694439.41,3064.74
2008,Cotton,Madhya Pradesh,Kharif,79.33,1176.6,24.0,167.9,15.13,57.0,37925.76,478.08
2012,Millet,Punjab,Whole Year,341.39,2149.5,38.2,73.2,3.38,86.7,377354.39,1105.35
2020,Millet,Haryana,Whole Year,376.01,1264.2,40.5,320.6,18.16,46.0,164006.46,436.18
2020,Rice,Punjab,Kharif,91.37,824.5,32.5,300.3,11.76,31.6,121361.68,1328.24
2008,Sorghum,West Bengal,Whole Year,23.45,1504.6,35.8,243.4,13.88,58.1,24203.13,1032.12
2017,Rice,Rajasthan,Rabi,41.39,2148.0,26.0,300.6,16.47,89.8,139313.63,3365.88
2017,Sorghum,Gujarat,Rabi,328.87,1253.0,40.7,180.6,12.88,67.1,265114.0,806.14
2006,Rice,Bihar,Rabi,68.62,592.4,33.1,153.4,13.0,44.9,164224.37,2393.24
2007,Potato,Andhra Pradesh,Rabi,247.47,1142.8,23.4,351.8,14.73,72.3,3151690.32,12735.65
2012,Cotton,Haryana,Kharif,77.17,2399.8,25.9,197.9,1.52,78.4,61192.52,792.96
2019,Sorghum,Andhra Pradesh,Whole Year,85.9,458.4,31.7,118.6,7.95,65.8,86759.3,1010.0
2015,Soybean,Rajasthan,Whole Year,3.18,1198.6,21.3,312.2,19.28,84.8,922.19,290.0
2013,Millet,Bihar,Zaid,161.09,1725.7,35.4,167.6,5.53,68.5,174882.42,1085.62
2011,Rice,Uttar Pradesh,Kharif,45.81,472.7,21.1,124.1,11.07,36.2,94643.47,2066.0
2017,Millet,Rajasthan,Whole Year,197.59,1058.9,31.0,59.5,3.92,82.6,176327.56,892.39
2006,Rice,Haryana,Whole Year,299.29,2369.3,33.8,389.7,6.8,39.5,536105.75,1791.26
2012,Groundnut,Madhya Pradesh,Zaid,184.4,367.4,38.2,213.6,14.48,87.4,163829.04,888.44
2011,Groundnut,Karnataka,Rabi,352.84,1953.8,34.8,106.6,13.04,63.9,603869.71,1711.45
2016,Maize,Madhya Pradesh,Whole Year,370.98,2151.0,36.6,315.2,8.58,77.6,1276765.57,3441.6
2023,Rice,Haryana,Rabi,348.61,909.5,39.6,360.7,18.79,93.2,168721.23,483.98
2011,Maize,Tamil Nadu,Zaid,468.42,772.4,31.1,234.8,15.61,58.1,1096337.98,2340.5
2014,Potato,Madhya Pradesh,Whole Year,119.41,2312.6,37.8,59.9,5.72,59.9,3464216.35,29011.11
2020,Sunflower,Gujarat,Rabi,95.54,1980.8,21.3,177.8,9.58,83.7,146707.72,1535.56
2007,Wheat,Rajasthan,Kharif,305.25,549.4,37.0,135.1,17.62,37.2,427986.83,1402.09
2014,Wheat,Tamil Nadu,Rabi,297.84,766.8,21.0,272.7,0.94,31.8,722612.64,2426.18
2010,Millet,Bihar,Rabi,255.54,1667.0,40.2,231.6,11.84,69.3,257957.69,1009.46
2022,Sorghum,Karnataka,Rabi,3.17,1222.7,23.9,174.5,5.02,40.9,4416.13,1393.1
2022,Rice,Maharashtra,Rabi,278.06,1409.2,19.6,277.0,1.74,46.6,728698.62,2620.65
2009,Potato,Bihar,Kharif,466.47,2393.4,19.0,254.6,18.3,93.5,11304670.34,24234.51
2011,Sugarcane,Maharashtra,Zaid,167.95,1224.5,20.1,367.3,16.42,72.5,1329604.15,7916.67
2006,Rice,Gujarat,Rabi,483.83,2239.7,27.1,258.9,4.11,85.6,1639644.65,3388.89
2015,Rice,West Bengal,Rabi,179.02,1753.6,29.1,227.7,16.82,88.4,486124.46,2715.48
2017,Potato,Gujarat,Whole Year,70.79,567.6,39.7,338.3,3.36,37.9,858798.76,12131.64
2009,Potato,Gujarat,Whole Year,199.8,1937.9,25.3,120.8,9.79,90.3,5422459.05,27139.43
2010,Sugarcane,Gujarat,Kharif,247.81,1444.5,20.9,135.2,14.65,86.3,20699819.22,83531.01
2018,Wheat,Gujarat,Kharif,315.1,795.2,35.1,324.3,10.91,32.9,453046.21,1437.79
2016,Maize,Gujarat,Kharif,252.93,937.0,18.6,204.8,17.09,93.5,652819.72,2581.03
2008,Sunflower,Punjab,Whole Year,268.82,1526.1,39.1,193.2,12.53,59.8,329644.39,1226.26
2010,Millet,Karnataka,Rabi,13.01,1623.7,26.1,360.5,8.92,93.3,7419.11,570.26
2014,Wheat,Haryana,Whole Year,127.56,2430.0,31.6,263.5,18.54,83.6,450020.69,3527.91
2022,Sugarcane,Madhya Pradesh,Zaid,156.04,2180.4,20.0,331.0,1.21,58.6,11534861.62,73922.47
2019,Rice,Rajasthan,Kharif,493.56,752.8,18.9,333.4,10.02,63.3,544324.59,1102.85
2012,Wheat,Tamil Nadu,Kharif,148.49,2002.8,36.6,92.0,13.39,47.9,481784.6,3244.56
2013,Cotton,Gujarat,Kharif,448.39,318.2,26.6,278.8,16.8,61.6,141073.25,314.62
2009,Groundnut,West Bengal,Zaid,153.06,585.6,41.6,383.4,11.05,37.0,15052.15,98.34
2014,Rice,Andhra Pradesh,Rabi,48.96,739.3,29.2,218.0,17.77,89.1,76277.08,1557.95
2010,Sunflower,Rajasthan,Rabi,124.56,1613.8,37.8,306.3,8.81,76.4,100832.04,809.51
2020,Barley,Andhra Pradesh,Rabi,137.14,728.3,41.5,248.4,6.68,82.3,315946.03,2303.82
2007,Sugarcane,Tamil Nadu,Kharif,489.15,1103.6,22.6,121.7,19.49,64.5,33335685.15,68150.23
2014,Soybean,Tamil Nadu,Rabi,337.47,834.1,36.6,118.3,13.51,38.2,414637.86,1228.67
2015,Sorghum,Rajasthan,Whole Year,465.91,1042.3,15.6,201.8,8.8,64.9,448292.41,962.19
2015,Soybean,Madhya Pradesh,Kharif,417.66,2373.4,33.4,219.0,17.62,51.4,532139.79,1274.1
2021,Wheat,West Bengal,Zaid,289.72,2494.2,35.1,226.1,13.82,30.7,1145487.96,3953.78
2008,Rice,Punjab,Zaid,338.02,1808.6,27.9,384.3,12.94,70.0,601399.09,1779.18
2008,Sorghum,Maharashtra,Rabi,312.79,1559.1,19.4,85.1,14.71,85.5,449348.78,1436.58
2021,Sorghum,Tamil Nadu,Kharif,333.47,1858.6,31.7,183.2,14.9,76.2,476062.29,1427.6
2013,Millet,Madhya Pradesh,Whole Year,133.12,1997.6,39.2,230.1,10.11,44.5,136731.2,1027.13
2023,Soybean,West Bengal,Whole Year,204.65,1925.8,40.1,387.1,8.68,83.2,150692.89,736.34
2009,Potato,Tamil Nadu,Kharif,296.72,480.2,35.1,226.5,18.23,50.1,2858320.62,9633.06
2010,Rice,Bihar,Rabi,18.93,982.6,22.1,321.3,10.2,44.2,32360.94,1709.51
2007,Millet,Uttar Pradesh,Zaid,241.93,1055.5,38.5,312.2,4.71,92.5,171753.15,709.93
2005,Potato,Maharashtra,Zaid,430.0,1112.4,39.0,248.3,10.67,31.1,9252642.22,21517.77
2020,Maize,Bihar,Whole Year,246.69,1057.5,24.9,95.7,1.17,40.9,954975.22,3871.15
2015,Sunflower,Tamil Nadu,Whole Year,276.61,2031.6,19.9,126.6,14.6,60.4,394761.1,1427.14
2017,Soybean,West Bengal,Whole Year,101.75,1944.7,38.6,134.0,2.98,40.9,163419.02,1606.08
2014,Groundnut,Tamil Nadu,Zaid,397.38,310.1,38.9,63.5,2.68,40.8,588318.07,1480.49
2007,Groundnut,Andhra Pradesh,Whole Year,180.08,952.0,17.7,182.7,18.95,71.2,281371.07,1562.48
2013,Sunflower,Rajasthan,Zaid,478.34,1672.1,41.1,263.7,15.56,83.2,414788.0,867.14
2016,Potato,Rajasthan,Zaid,496.86,564.6,29.4,100.5,8.58,73.0,11468822.16,23082.6
2018,Millet,Madhya Pradesh,Rabi,458.08,456.6,41.8,111.3,5.17,36.6,417520.05,911.46
2005,Sunflower,Tamil Nadu,Rabi,43.35,2122.5,27.0,297.4,16.95,88.2,44268.98,1021.2
2022,Maize,West Bengal,Rabi,167.26,1295.9,29.4,109.2,19.39,90.0,482481.71,2884.62
2021,Cotton,Andhra Pradesh,Whole Year,472.62,2182.5,22.2,97.4,10.41,48.3,403997.1,854.8
2013,Cotton,Punjab,Zaid,402.46,2111.8,39.3,392.2,11.81,66.0,111949.95,278.16
2013,Groundnut,Punjab,Whole Year,455.68,2265.4,27.0,55.2,5.24,61.5,1284564.65,2819.01
2014,Barley,Andhra Pradesh,Zaid,286.7,406.2,37.0,163.9,11.99,73.4,523680.73,1826.58
2023,Sugarcane,Haryana,Rabi,240.72,709.5,17.2,62.2,8.31,93.6,20736570.79,86143.95
2019,Sunflower,West Bengal,Rabi,54.14,951.5,36.3,343.3,16.99,94.1,10126.23,187.04
2009,Sugarcane,Punjab,Whole Year,419.9,599.7,28.2,254.2,7.85,63.1,28556604.91,68008.11
2019,Barley,Haryana,Zaid,372.83,1368.0,15.1,66.8,13.15,36.0,886431.23,2377.57
2006,Millet,West Bengal,Whole Year,30.38,2057.7,21.1,265.4,4.47,51.7,27333.48,899.72
2017,Sunflower,Bihar,Kharif,105.5,2392.6,20.2,93.1,2.27,56.9,192129.91,1821.14
2020,Sugarcane,Andhra Pradesh,Whole Year,279.08,2257.1,35.3,223.5,1.29,64.8,28831542.21,103309.24
2019,Sugarcane,Bihar,Rabi,342.52,1306.1,27.9,284.3,8.61,92.4,24913427.27,72735.69
2014,Soybean,Gujarat,Zaid,69.7,1700.3,19.3,102.0,3.69,47.1,122545.76,1758.19
2018,Soybean,Haryana,Zaid,123.17,807.5,21.9,224.0,19.87,64.9,70586.84,573.08
2014,Barley,Haryana,Whole Year,97.36,1186.6,28.6,210.1,16.07,48.9,199228.63,2046.31
2018,Rice,Madhya Pradesh,Rabi,110.78,2216.6,15.5,370.5,14.02,89.8,182546.01,1647.82
2013,Sunflower,Tamil Nadu,Kharif,460.44,364.2,26.5,398.5,16.16,94.3,39665.54,86.15
2018,Maize,Karnataka,Whole Year,358.19,1472.1,33.3,279.1,5.62,86.6,1169681.05,3265.53
2007,Millet,Karnataka,Zaid,368.82,2220.2,29.0,349.2,17.65,52.0,190643.87,516.9
2020,Soybean,West Bengal,Rabi,397.2,568.4,31.1,276.4,19.91,48.1,186496.54,469.53
2006,Soybean,Bihar,Zaid,178.93,2461.6,23.8,356.7,6.15,58.0,198663.1,1110.28
2014,Cotton,Bihar,Zaid,383.83,327.3,19.9,201.6,19.7,78.6,96783.52,252.15
2007,Sunflower,Tamil Nadu,Zaid,489.23,2249.5,36.9,262.8,6.75,30.6,544962.8,1113.92
2015,Maize,Bihar,Zaid,349.5,1078.1,39.5,345.8,0.73,94.7,716584.23,2050.31
2015,Sunflower,Rajasthan,Kharif,208.96,591.9,28.8,371.3,7.66,87.4,171013.11,818.4
2017,Cotton,Maharashtra,Rabi,358.46,646.2,23.2,58.6,19.95,31.5,177443.67,495.02
2011,Rice,Gujarat,Whole Year,450.5,1842.6,28.8,86.4,12.89,54.8,1690929.8,3753.45
2021,Maize,Maharashtra,Rabi,65.25,2215.6,38.7,375.9,14.06,74.7,119590.89,1832.81
2006,Sugarcane,Haryana,Rabi,133.38,1710.3,33.7,249.0,5.15,45.7,9327048.94,69928.39
2016,Cotton,Uttar Pradesh,Rabi,459.73,2343.2,38.2,396.6,3.35,39.3,155825.98,338.95
2014,Groundnut,Punjab,Whole Year,473.17,2153.5,23.9,327.4,17.77,70.9,686444.96,1450.74
2022,Millet,Punjab,Rabi,242.59,319.9,34.2,336.3,8.56,88.7,35505.37,146.36
2015,Sugarcane,Tamil Nadu,Whole Year,187.9,1772.7,32.6,185.1,0.58,92.1,18407033.1,97961.86
2020,Maize,Karnataka,Whole Year,142.11,970.2,30.4,140.1,6.24,30.7,397824.26,2799.41
2021,Groundnut,Uttar Pradesh,Kharif,249.88,1299.9,29.3,259.4,4.32,86.8,386779.6,1547.86
2023,Rice,Tamil Nadu,Zaid,467.33,506.9,29.9,357.7,12.27,66.4,690927.15,1478.46
2022,Groundnut,Haryana,Whole Year,75.76,920.6,37.9,304.0,15.24,45.5,87460.28,1154.44
2007,Soybean,Uttar Pradesh,Zaid,210.5,1691.9,39.7,215.3,10.2,70.1,289982.98,1377.59
2020,Barley,Punjab,Rabi,455.89,780.4,18.0,313.6,4.13,94.7,962599.4,2111.47
2010,Groundnut,West Bengal,Zaid,175.21,1724.6,30.4,291.6,1.63,48.0,332270.51,1896.41
2016,Sorghum,Haryana,Zaid,384.27,2330.7,39.8,369.6,6.61,48.0,289862.49,754.32
2015,Potato,Tamil Nadu,Zaid,195.24,310.9,18.6,142.2,16.22,75.4,2350746.6,12040.29
2019,Rice,Madhya Pradesh,Rabi,402.66,2028.7,26.1,91.8,8.68,32.8,1480648.13,3677.17
2019,Potato,Rajasthan,Rabi,490.52,1710.9,17.4,214.5,5.42,83.3,12307466.19,25090.65
2020,Sugarcane,Andhra Pradesh,Whole Year,194.52,402.6,18.1,176.4,0.9,72.4,13842825.18,71164.02
2014,Sunflower,Haryana,Whole Year,422.7,2038.4,39.4,391.2,10.17,84.7,232110.22,549.11
2016,Cotton,Haryana,Kharif,494.22,793.9,27.0,52.6,13.85,45.0,213172.57,431.33
2017,Wheat,Rajasthan,Rabi,491.93,884.8,33.6,376.7,4.21,85.1,347595.94,706.6
2008,Rice,Gujarat,Kharif,217.45,505.7,18.8,384.3,10.98,59.2,22598.96,103.93
2011,Sorghum,West Bengal,Rabi,243.39,1475.6,15.6,67.8,8.7,38.6,323981.12,1331.12
2006,Soybean,Rajasthan,Zaid,152.4,1396.1,39.0,361.3,14.23,88.6,49002.37,321.54
2019,Cotton,Maharashtra,Kharif,157.7,1063.8,30.5,214.8,17.28,75.8,72416.72,459.21
2012,Millet,Maharashtra,Kharif,246.74,671.3,15.5,318.2,6.49,40.9,119926.37,486.04
2011,Sunflower,Haryana,Kharif,101.06,2143.5,41.8,77.7,18.14,46.0,139966.55,1384.98
2019,Sunflower,Gujarat,Rabi,355.85,2228.0,28.3,384.3,14.29,47.5,230865.47,648.77
2018,Wheat,Punjab,Whole Year,268.62,1489.3,27.8,262.6,1.22,92.6,858954.9,3197.66
2012,Groundnut,Gujarat,Kharif,449.14,837.3,31.8,364.5,15.93,87.6,353543.92,787.16
2016,Potato,Maharashtra,Whole Year,405.48,511.4,15.2,285.5,10.15,52.5,4080156.54,10062.53
2017,Sorghum,Gujarat,Rabi,161.91,2210.8,30.4,237.9,18.94,60.3,231596.59,1430.4
2015,Sunflower,Gujarat,Kharif,253.4,511.3,32.0,110.4,6.81,48.5,235620.3,929.84
2021,Groundnut,Madhya Pradesh,Rabi,375.51,329.0,23.0,112.3,12.03,78.3,441883.09,1176.75
2021,Millet,West Bengal,Whole Year,97.41,1332.7,34.6,215.4,19.14,40.5,48204.57,494.86
2008,Rice,Haryana,Whole Year,16.77,1908.8,25.2,354.7,5.79,52.0,38511.66,2296.46
2012,Barley,Bihar,Kharif,426.3,1306.6,34.4,90.3,9.7,69.4,1219888.15,2861.57
2009,Sorghum,Madhya Pradesh,Whole Year,69.64,413.1,18.9,399.4,15.17,87.0,17972.74,258.08
2020,Maize,West Bengal,Zaid,444.82,1818.1,39.7,356.6,13.98,71.3,703515.99,1581.57
2008,Sugarcane,Punjab,Zaid,456.89,1713.1,38.7,187.4,16.85,91.1,32040041.25,70126.38
2019,Maize,Punjab,Kharif,230.89,1799.4,19.1,138.6,10.64,90.5,673191.86,2915.64
2016,Barley,Maharashtra,Rabi,403.58,764.6,40.3,372.7,6.72,76.7,251133.52,622.26
2009,Millet,Tamil Nadu,Rabi,182.23,2050.5,30.1,93.1,10.93,48.1,230795.43,1266.51
2020,Maize,Rajasthan,Rabi,429.27,1354.2,33.9,171.6,7.32,74.4,1730097.86,4030.33
2018,Soybean,Karnataka,Zaid,412.52,1480.0,37.7,79.4,3.94,42.5,536476.36,1300.49
2014,Sorghum,Haryana,Whole Year,40.18,1500.8,17.3,383.7,11.32,51.7,23919.88,595.32
2011,Soybean,Bihar,Zaid,291.72,931.0,19.6,266.2,1.44,79.3,399222.5,1368.51
2017,Wheat,Tamil Nadu,Whole Year,320.36,850.3,22.8,167.7,1.21,85.3,1160450.04,3622.33
2009,Barley,Madhya Pradesh,Zaid,1.43,310.5,27.9,146.4,1.76,57.1,2671.83,1868.41
2007,Wheat,Haryana,Rabi,489.98,1172.5,24.3,205.4,13.62,64.0,1633230.48,3333.26
2019,Wheat,Rajasthan,Rabi,203.88,1367.2,28.7,82.0,8.44,55.1,640016.69,3139.18
2008,Wheat,Rajasthan,Rabi,259.15,1934.2,20.0,361.3,10.14,61.2,615652.88,2375.66
2019,Sunflower,Uttar Pradesh,Kharif,98.21,446.6,33.4,228.8,7.2,63.3,81219.48,827.0
2018,Rice,West Bengal,Kharif,305.85,2332.8,16.5,303.8,5.45,75.0,812772.39,2657.42
2023,Sunflower,Madhya Pradesh,Whole Year,405.5,880.7,24.8,131.8,7.49,78.8,555234.05,1369.26
2017,Rice,Maharashtra,Kharif,293.36,1106.8,19.8,226.3,4.27,93.4,1086055.86,3702.13
2014,Barley,Uttar Pradesh,Zaid,394.23,406.4,34.7,123.9,13.74,58.4,922126.85,2339.06
2009,Potato,Punjab,Zaid,365.82,1736.9,38.9,335.6,2.48,35.4,6410096.61,17522.54
2010,Cotton,Karnataka,Whole Year,119.59,1859.6,17.1,321.3,10.58,74.7,55108.07,460.81
2008,Sunflower,Madhya Pradesh,Whole Year,218.47,2343.3,36.2,101.9,9.8,62.4,355343.59,1626.51
2006,Maize,Maharashtra,Rabi,75.16,1041.0,39.2,76.1,6.39,84.7,230065.45,3061.01
2020,Rice,Punjab,Kharif,21.93,866.2,41.3,338.5,2.49,39.5,44938.72,2049.19
2022,Sunflower,Gujarat,Rabi,32.47,1897.4,30.6,88.4,14.22,71.9,48935.64,1507.1
2009,Groundnut,West Bengal,Kharif,471.31,1855.0,23.8,242.0,11.61,59.9,911632.73,1934.25
2008,Soybean,West Bengal,Kharif,492.28,2361.7,23.7,237.1,16.28,57.3,793436.23,1611.76
2017,Sunflower,West Bengal,Whole Year,48.39,751.7,25.2,121.0,5.09,66.7,64318.46,1329.17
2023,Rice,Uttar Pradesh,Rabi,168.26,1851.6,31.5,257.0,15.94,74.5,365384.67,2171.55
2006,Millet,Andhra Pradesh,Rabi,58.1,447.1,28.2,226.0,6.19,85.3,36718.99,632.0
2017,Wheat,Bihar,Kharif,417.28,1356.8,32.6,228.2,2.7,45.3,1577249.98,3779.84
2015,Rice,Bihar,Kharif,248.65,562.7,16.1,175.9,3.13,49.1,714582.6,2873.85
2008,Potato,Tamil Nadu,Whole Year,311.01,1736.9,17.9,343.4,4.81,65.7,4238469.62,13628.08
2019,Barley,Rajasthan,Zaid,270.42,1623.2,41.4,79.5,13.81,52.5,618039.42,2285.48
2008,Soybean,Karnataka,Rabi,355.42,407.4,41.9,203.5,5.26,66.9,323782.25,910.98
2013,Soybean,Rajasthan,Rabi,160.25,1003.2,35.2,140.9,12.28,43.0,172208.11,1074.62
2011,Cotton,Andhra Pradesh,Whole Year,69.61,1169.1,21.9,347.0,5.5,50.0,13613.09,195.56
2023,Sunflower,Gujarat,Whole Year,9.79,845.7,40.7,128.8,7.62,51.1,9033.63,922.74
2023,Sugarcane,Gujarat,Rabi,223.4,385.1,20.8,318.5,17.85,94.5,5203776.57,23293.54
2010,Sunflower,Gujarat,Rabi,454.01,1001.4,34.7,264.0,10.26,85.5,456444.79,1005.36
2010,Sugarcane,Maharashtra,Kharif,153.33,2043.8,18.1,356.2,12.2,84.5,6876287.05,44846.33
2019,Maize,Punjab,Zaid,98.78,1092.2,32.5,257.8,4.19,63.4,300889.46,3046.06
2019,Groundnut,Punjab,Rabi,463.1,1011.4,35.5,244.8,3.06,60.3,723594.04,1562.5
2013,Sorghum,Gujarat,Whole Year,53.62,2371.9,38.2,330.4,8.56,34.6,58014.22,1081.95
2008,Barley,Karnataka,Kharif,26.85,391.6,34.8,246.9,17.18,42.8,47691.63,1776.22
2022,Millet,Uttar Pradesh,Kharif,439.83,1988.0,39.9,345.6,5.2,88.2,249235.05,566.66
2022,Rice,Karnataka,Whole Year,350.75,1362.8,29.1,67.3,12.62,64.2,993140.62,2831.48
2009,Barley,Karnataka,Whole Year,211.61,2377.8,33.3,223.3,17.51,94.2,485841.92,2295.93
